tingkat setelah parent,parent,similarity 
5,kominfo,"[('ristek', 0.6597896814346313), ('perpres', 0.6491438746452332), ('ketenagakerjaan', 0.6487637162208557), ('esdm', 0.6418195366859436), ('dirjen', 0.6415989398956299), ('ptip', 0.6350347399711609), ('ppk', 0.6344768404960632), ('menhub', 0.6269126534461975), ('dikti', 0.6263369917869568), ('menkes', 0.6253142356872559)]"
5,pupr,"[('esdm', 0.8274357318878174), ('ptip', 0.7048047184944153), ('ristek', 0.6961344480514526), ('kirmanto', 0.6850465536117554), ('lhk', 0.6834155917167664), ('supeno', 0.6661791801452637), ('pendayagunaan', 0.6571657657623291), ('perhubungan', 0.6499090790748596), ('sandjojo', 0.6480913758277893), ('ketenagakerjaan', 0.6410292983055115)]"
5,agraria,"[('pertanahan', 0.738410472869873), ('perburuhan', 0.7257034778594971), ('desentralisasi', 0.6499947905540466), ('pendayagunaan', 0.6487390995025635), ('ketenagakerjaan', 0.6404765248298645), ('kehutanan', 0.6331104040145874), ('landreform', 0.6172792315483093), ('kehakiman', 0.6061148047447205), ('reforma', 0.602752149105072), ('aparatur', 0.6004793047904968)]"
5,bpjs,"[('jamsostek', 0.6723122596740723), ('askes', 0.6585792303085327), ('ketenagakerjaan', 0.6336919069290161), ('jamkesmas', 0.6289728283882141), ('depkes', 0.595676064491272), ('tabungan', 0.5478016138076782), ('jkn', 0.5339863300323486), ('posyandu', 0.5286709070205688), ('jaminan', 0.5281412601470947), ('kesehatan', 0.5232288837432861)]"
5,kehutanan,"[('perikanan', 0.6854466199874878), ('pertanian', 0.6673962473869324), ('perindustrian', 0.6619914174079895), ('esdm', 0.6606609225273132), ('pertanahan', 0.6359249949455261), ('agraria', 0.6331104636192322), ('ketenagakerjaan', 0.6307045221328735), ('hortikultura', 0.626818835735321), ('pupr', 0.6208108067512512), ('kelautan', 0.6187516450881958)]"
5,esdm,"[('pupr', 0.8274357914924622), ('ristek', 0.7607740759849548), ('supeno', 0.7591230869293213), ('ptip', 0.7298355102539062), ('polkam', 0.7190279364585876), ('lhk', 0.7082048654556274), ('hasjrul', 0.7043997049331665), ('perhubungan', 0.6845550537109375), ('arcandra', 0.679600715637207), ('sandjojo', 0.6786147356033325)]"
5,pertanahan,"[('agraria', 0.738410472869873), ('bpn', 0.7117873430252075), ('penyehatan', 0.6938632130622864), ('kepegawaian', 0.6831785440444946), ('kearsipan', 0.6804880499839783), ('bappenas', 0.6422092914581299), ('kehutanan', 0.6359249353408813), ('ketenagakerjaan', 0.6236850619316101), ('persandian', 0.6177957653999329), ('perpajakan', 0.6104491353034973)]"
5,keimigrasian,"[('kepabeanan', 0.7305169701576233), ('pengurusan', 0.7125518321990967), ('ppns', 0.6735130548477173), ('perizinan', 0.6658462285995483), ('perpajakan', 0.6464456915855408), ('perundangan', 0.6374386548995972), ('penganggaran', 0.6296206116676331), ('persandian', 0.6251815557479858), ('kearsipan', 0.6213701963424683), ('kepegawaian', 0.6211320161819458)]"
5,polhukam,"[('kemenko', 0.9169400930404663), ('polkam', 0.8379629254341125), ('kemhan', 0.8273657560348511), ('menko', 0.8054277896881104), ('dephan', 0.7862856388092041), ('setjen', 0.7769434452056885), ('kemenhan', 0.7751316428184509), ('wantannas', 0.7556044459342957), ('asdep', 0.7534539699554443), ('hankam', 0.746376633644104)]"
5,menko,"[('polhukam', 0.8054278492927551), ('kemenko', 0.7949331402778625), ('polkam', 0.7947311997413635), ('kesra', 0.7831960916519165), ('bappenas', 0.7190810441970825), ('meneg', 0.6931843161582947), ('kadis', 0.6925909519195557), ('pangkopkamtib', 0.6838322877883911), ('ekuin', 0.6817606687545776), ('kompartimen', 0.6740626692771912)]"
5,kemenko,"[('polhukam', 0.9169402718544006), ('kemhan', 0.8223483562469482), ('menko', 0.7949331998825073), ('polkam', 0.7846067547798157), ('asdep', 0.7842466235160828), ('dephan', 0.7739607691764832), ('setjen', 0.7641996741294861), ('kemenhan', 0.7415295839309692), ('wantannas', 0.7270521521568298), ('lemhanas', 0.7247470021247864)]"
5,ekuin,"[('reksodimedjo', 0.7818930745124817), ('polkam', 0.7505887746810913), ('sjafrie', 0.7453867793083191), ('surapranata', 0.737726628780365), ('ginandjar', 0.7352232933044434), ('justika', 0.73393315076828), ('sabirin', 0.7337496280670166), ('daryatmo', 0.7293388247489929), ('rohadi', 0.7285120487213135), ('ariwibowo', 0.726351261138916)]"
5,kemhan,"[('dephan', 0.8313083648681641), ('polhukam', 0.8273658156394958), ('kemenko', 0.8223483562469482), ('setjen', 0.8215200304985046), ('itjen', 0.8192161321640015), ('wantannas', 0.7887492775917053), ('hankam', 0.7690291404724121), ('kemenhan', 0.761507511138916), ('strahan', 0.756312370300293), ('depdagri', 0.750091016292572)]"
5,kesra,"[('trantib', 0.8229082822799683), ('menko', 0.7831960916519165), ('kasi', 0.7819994688034058), ('ekbang', 0.7713024020195007), ('kaur', 0.767521858215332), ('kabid', 0.7599408030509949), ('kasubbag', 0.7467656135559082), ('kadis', 0.7461102604866028), ('kamituwo', 0.7457519769668579), ('mpd', 0.7396707534790039)]"
5,dephan,"[('kemhan', 0.8313084840774536), ('polhukam', 0.7862856388092041), ('kemenko', 0.7739608287811279), ('setjen', 0.7549383640289307), ('hankam', 0.7500205039978027), ('itjen', 0.7428983449935913), ('lemhanas', 0.7388284802436829), ('wantannas', 0.7310617566108704), ('strahan', 0.7249821424484253), ('polkam', 0.7232174873352051)]"
5,ryamizard,"[('ryacudu', 0.9136460423469543), ('wiranto', 0.7523350119590759), ('mayjen', 0.7403777837753296), ('letjen', 0.738095760345459), ('sjafrie', 0.7299548387527466), ('pangkopkamtib', 0.7260539531707764), ('polkam', 0.7223349809646606), ('endriartono', 0.7204633355140686), ('menhankam', 0.7104684114456177), ('purn', 0.7092915177345276)]"
5,esdm,"[('pupr', 0.8274357914924622), ('ristek', 0.7607740759849548), ('supeno', 0.7591230869293213), ('ptip', 0.7298355102539062), ('polkam', 0.7190279364585876), ('lhk', 0.7082048654556274), ('hasjrul', 0.7043997049331665), ('perhubungan', 0.6845550537109375), ('arcandra', 0.679600715637207), ('sandjojo', 0.6786147356033325)]"
5,ryacudu,"[('ryamizard', 0.9136460423469543), ('sjafrie', 0.7918443083763123), ('sjamsoeddin', 0.775458037853241), ('pangkopkamtib', 0.7680149674415588), ('wismoyo', 0.7605941295623779), ('purdijatno', 0.75528883934021), ('sutarto', 0.751753568649292), ('maraden', 0.7495332956314087), ('wiranto', 0.7474916577339172), ('mayjen', 0.7430656552314758)]"
5,pertanahan,"[('agraria', 0.738410472869873), ('bpn', 0.7117873430252075), ('penyehatan', 0.6938632130622864), ('kepegawaian', 0.6831785440444946), ('kearsipan', 0.6804880499839783), ('bappenas', 0.6422092914581299), ('kehutanan', 0.6359249353408813), ('ketenagakerjaan', 0.6236850619316101), ('persandian', 0.6177957653999329), ('perpajakan', 0.6104491353034973)]"
5,perburuhan,"[('agraria', 0.7257033586502075), ('ketenagakerjaan', 0.709774374961853), ('kehakiman', 0.6533244252204895), ('kompartimen', 0.6054619550704956), ('pendayagunaan', 0.597711980342865), ('polkam', 0.579020082950592), ('esdm', 0.5754075646400452), ('kriminologi', 0.5718454122543335), ('advokasi', 0.5652036666870117), ('pertanahan', 0.5624125599861145)]"
5,desentralisasi,"[('sentralisasi', 0.7648801207542419), ('demokratisasi', 0.66005539894104), ('agraria', 0.6499947905540466), ('penganggaran', 0.6495980620384216), ('dekonsentrasi', 0.6412280797958374), ('konsolidasi', 0.6403847336769104), ('birokrasi', 0.6359955668449402), ('penerapan', 0.6277855634689331), ('perumusan', 0.6249943971633911), ('rasionalisasi', 0.6238749027252197)]"
5,pendayagunaan,"[('aparatur', 0.7909769415855408), ('ristek', 0.6730058193206787), ('meneg', 0.666279137134552), ('bappenas', 0.6572778224945068), ('pupr', 0.6571658253669739), ('esdm', 0.6544564366340637), ('ketenagakerjaan', 0.6525771021842957), ('polkam', 0.6502931714057922), ('agraria', 0.6487390995025635), ('kesra', 0.6445273756980896)]"
5,ketenagakerjaan,"[('perburuhan', 0.7097743153572083), ('pendayagunaan', 0.6525771617889404), ('kominfo', 0.6487637758255005), ('pupr', 0.641029417514801), ('agraria', 0.6404765248298645), ('bpjs', 0.6336919665336609), ('kehutanan', 0.6307045221328735), ('esdm', 0.6242077946662903), ('pertanahan', 0.6236851215362549), ('keimigrasian', 0.6178998947143555)]"
5,kehutanan,"[('perikanan', 0.6854466199874878), ('pertanian', 0.6673962473869324), ('perindustrian', 0.6619914174079895), ('esdm', 0.6606609225273132), ('pertanahan', 0.6359249949455261), ('agraria', 0.6331104636192322), ('ketenagakerjaan', 0.6307045221328735), ('hortikultura', 0.626818835735321), ('pupr', 0.6208108067512512), ('kelautan', 0.6187516450881958)]"
5,landreform,"[('agraria', 0.6172791719436646), ('redistribusi', 0.4646528661251068), ('reforma', 0.45499053597450256), ('reformasi', 0.44151774048805237), ('emansipasi', 0.43633371591567993), ('desentralisasi', 0.42622071504592896), ('yasan', 0.42427411675453186), ('ulayat', 0.423841267824173), ('masyumi', 0.4214208424091339), ('dpp', 0.4212782382965088)]"
5,kehakiman,"[('esdm', 0.6784086227416992), ('perburuhan', 0.6533243656158447), ('pupr', 0.6177223920822144), ('agraria', 0.6061147451400757), ('lhk', 0.5854976177215576), ('lpnd', 0.5658724904060364), ('ptip', 0.5628630518913269), ('yudisial', 0.5570526719093323), ('polkam', 0.5556320548057556), ('perdama', 0.5402897596359253)]"
5,reforma,"[('agraria', 0.6027520895004272), ('partido', 0.564081072807312), ('democrática', 0.5628930926322937), ('sentralisme', 0.5549815893173218), ('elecciones', 0.5512593984603882), ('republicana', 0.5431914925575256), ('dpn', 0.5425315499305725), ('démocratie', 0.5333250761032104), ('liberasi', 0.5325145721435547), ('democrático', 0.5319344401359558)]"
5,aparatur,"[('pendayagunaan', 0.7909769415855408), ('kepegawaian', 0.656753659248352), ('birokrasi', 0.6213721036911011), ('akuntabilitas', 0.6106234788894653), ('agraria', 0.6004793643951416), ('meneg', 0.5930382013320923), ('bappenas', 0.5869921445846558), ('administrasi', 0.5802532434463501), ('depdagri', 0.5797793865203857), ('fasilitasi', 0.5719826817512512)]"
5,trantib,"[('kesra', 0.822908341884613), ('ekbang', 0.7990161776542664), ('kasi', 0.7411820292472839), ('wangkis', 0.7162028551101685), ('ladu', 0.7143955826759338), ('mpd', 0.7036821246147156), ('kasie', 0.7032626867294312), ('dibal', 0.7028281092643738), ('kamituwo', 0.701543390750885), ('pjs', 0.6972081065177917)]"
5,menko,"[('polhukam', 0.8054278492927551), ('kemenko', 0.7949331402778625), ('polkam', 0.7947311997413635), ('kesra', 0.7831960916519165), ('bappenas', 0.7190810441970825), ('meneg', 0.6931843161582947), ('kadis', 0.6925909519195557), ('pangkopkamtib', 0.6838322877883911), ('ekuin', 0.6817606687545776), ('kompartimen', 0.6740626692771912)]"
5,kasi,"[('kasie', 0.7855164408683777), ('kesra', 0.7819994688034058), ('kabag', 0.7808939218521118), ('kabid', 0.7698058485984802), ('kasubbag', 0.7687368392944336), ('trantib', 0.7411820888519287), ('kasubag', 0.739223062992096), ('kaur', 0.7391404509544373), ('kadis', 0.7380547523498535), ('kompol', 0.7204570770263672)]"
5,ekbang,"[('saepullah', 0.8150895833969116), ('sindung', 0.8018746376037598), ('trantib', 0.7990162372589111), ('dispenad', 0.7968411445617676), ('rumondor', 0.7952880859375), ('ikin', 0.793606698513031), ('kuswara', 0.7903066277503967), ('montung', 0.7827628254890442), ('wargam', 0.7814752459526062), ('sukadi', 0.7801216840744019)]"
5,kaur,"[('kesra', 0.7675219178199768), ('kasi', 0.7391404509544373), ('ekbang', 0.6907392740249634), ('trantib', 0.6824556589126587), ('kasubbag', 0.6738564372062683), ('kasie', 0.6687840819358826), ('kamituwo', 0.6576164960861206), ('kadis', 0.6431413292884827), ('petengan', 0.6398003101348877), ('kadus', 0.6391682624816895)]"
5,kabid,"[('kabag', 0.8057195544242859), ('kasubbag', 0.792583703994751), ('kasubag', 0.7853373885154724), ('dep', 0.7832922339439392), ('kasi', 0.7698057889938354), ('subdit', 0.7646952271461487), ('kesra', 0.7599408626556396), ('balitbang', 0.736214280128479), ('pemb', 0.7242158055305481), ('kadis', 0.7231024503707886)]"
5,kasubbag,"[('kabag', 0.870877206325531), ('kasubag', 0.8656442165374756), ('subdit', 0.7950780391693115), ('kabid', 0.7925837635993958), ('kasi', 0.7687368392944336), ('subbag', 0.7511088848114014), ('kesra', 0.7467656135559082), ('setda', 0.7466130256652832), ('pemb', 0.7240210771560669), ('kasubdit', 0.7219358086585999)]"
5,kadis,"[('kabag', 0.7465078234672546), ('kesra', 0.7461102604866028), ('kasi', 0.7380546927452087), ('kasubag', 0.7283192873001099), ('kabid', 0.7231024503707886), ('kasubbag', 0.7050884962081909), ('menko', 0.6925908923149109), ('subdit', 0.6807113885879517), ('kemenko', 0.6713308691978455), ('plt', 0.6688140034675598)]"
5,kamituwo,"[('ladu', 0.9332259297370911), ('modin', 0.9102768301963806), ('petengan', 0.8878820538520813), ('kadus', 0.8678209185600281), ('kasun', 0.8537580966949463), ('drojo', 0.7941970229148865), ('kebayan', 0.7935429811477661), ('sekdes', 0.7833656668663025), ('poldes', 0.7742360234260559), ('pjs', 0.7676236629486084)]"
5,mpd,"[('msi', 0.7529253363609314), ('pjs', 0.7507861256599426), ('kesra', 0.7396706938743591), ('sos', 0.7388754487037659), ('soeparno', 0.7331829071044922), ('sukirno', 0.730876088142395), ('sujono', 0.7263340353965759), ('sumardi', 0.726301908493042), ('plt', 0.7242459654808044), ('sumarno', 0.7206023931503296)]"
5,esdm,"[('pupr', 0.8274357914924622), ('ristek', 0.7607740759849548), ('supeno', 0.7591230869293213), ('ptip', 0.7298355102539062), ('polkam', 0.7190279364585876), ('lhk', 0.7082048654556274), ('hasjrul', 0.7043997049331665), ('perhubungan', 0.6845550537109375), ('arcandra', 0.679600715637207), ('sandjojo', 0.6786147356033325)]"
5,menristek,"[('dirjen', 0.7464896440505981), ('ristek', 0.7430642247200012), ('mendagri', 0.7276749610900879), ('mensesneg', 0.713828444480896), ('bappenas', 0.6895149350166321), ('esdm', 0.6772583723068237), ('ditjen', 0.6751269698143005), ('menag', 0.6720913052558899), ('menneg', 0.6507725715637207), ('kusmayanto', 0.6505290269851685)]"
5,bppt,"[('balitbang', 0.7359283566474915), ('lipi', 0.7155332565307617), ('bappenas', 0.7078526020050049), ('ristek', 0.6975775957107544), ('litbang', 0.6864487528800964), ('batan', 0.6622264385223389), ('pusdiklat', 0.6574092507362366), ('puslitbang', 0.6538135409355164), ('lppm', 0.6418584585189819), ('pengkajian', 0.63935786485672)]"
5,pupr,"[('esdm', 0.8274357318878174), ('ptip', 0.7048047184944153), ('ristek', 0.6961344480514526), ('kirmanto', 0.6850465536117554), ('lhk', 0.6834155917167664), ('supeno', 0.6661791801452637), ('pendayagunaan', 0.6571657657623291), ('perhubungan', 0.6499090790748596), ('sandjojo', 0.6480913758277893), ('ketenagakerjaan', 0.6410292983055115)]"
5,ditjen,"[('dirjen', 0.8103834390640259), ('kanwil', 0.7838687896728516), ('depdagri', 0.7828385829925537), ('kemhan', 0.7456266283988953), ('dikti', 0.7341254353523254), ('depdiknas', 0.7232730388641357), ('dep', 0.7225208878517151), ('pusdiklat', 0.7163320779800415), ('depag', 0.7149421572685242), ('bpn', 0.7130119800567627)]"
5,pendayagunaan,"[('aparatur', 0.7909769415855408), ('ristek', 0.6730058193206787), ('meneg', 0.666279137134552), ('bappenas', 0.6572778224945068), ('pupr', 0.6571658253669739), ('esdm', 0.6544564366340637), ('ketenagakerjaan', 0.6525771021842957), ('polkam', 0.6502931714057922), ('agraria', 0.6487390995025635), ('kesra', 0.6445273756980896)]"
5,bappenas,"[('balitbang', 0.7254557013511658), ('kesra', 0.723499596118927), ('ukp', 0.7210336327552795), ('menko', 0.7190810441970825), ('polhukam', 0.7107771039009094), ('bppt', 0.7078526020050049), ('depdagri', 0.704910397529602), ('bkkbn', 0.7048690319061279), ('bkpm', 0.7030909061431885), ('menneg', 0.7027349472045898)]"
5,kominfo,"[('ristek', 0.6597896814346313), ('perpres', 0.6491438746452332), ('ketenagakerjaan', 0.6487637162208557), ('esdm', 0.6418195366859436), ('dirjen', 0.6415989398956299), ('ptip', 0.6350347399711609), ('ppk', 0.6344768404960632), ('menhub', 0.6269126534461975), ('dikti', 0.6263369917869568), ('menkes', 0.6253142356872559)]"
5,balitbang,"[('kabid', 0.7362143993377686), ('bppt', 0.7359284162521362), ('bappenas', 0.7254555821418762), ('dep', 0.7158607840538025), ('wantannas', 0.7154838442802429), ('puslitbang', 0.6980544924736023), ('kemhan', 0.6980449557304382), ('subdit', 0.6971304416656494), ('ditjen', 0.6921591758728027), ('depdagri', 0.691408634185791)]"
5,depdagri,"[('ditjen', 0.7828384637832642), ('kemhan', 0.750091016292572), ('kasubag', 0.7320635914802551), ('hankam', 0.7277043461799622), ('setjen', 0.7103801965713501), ('polhukam', 0.7056363821029663), ('bappenas', 0.7049102783203125), ('dephan', 0.7022194266319275), ('kabag', 0.6935160160064697), ('balitbang', 0.691408634185791)]"
5,keppres,"[('kepres', 0.8943288922309875), ('perpres', 0.8694604635238647), ('perda', 0.7885674238204956), ('staatblad', 0.787670910358429), ('besluit', 0.7775084972381592), ('staatsblad', 0.7718314528465271), ('uu', 0.771786093711853), ('kepmendagri', 0.7605975866317749), ('kepmen', 0.7572041749954224), ('permendagri', 0.7499455213546753)]"
5,kepres,"[('keppres', 0.8943288326263428), ('perpres', 0.848107099533081), ('staatblad', 0.8430923223495483), ('permendagri', 0.833975076675415), ('kepmen', 0.8278048634529114), ('permendikbud', 0.8148511648178101), ('kepmendagri', 0.8049119114875793), ('staatsblad', 0.804398775100708), ('besluit', 0.7884547710418701), ('kepmendikbud', 0.7847237586975098)]"
5,perda,"[('uu', 0.8177343606948853), ('perpres', 0.7975462675094604), ('keppres', 0.7885674238204956), ('kepres', 0.7840871810913086), ('staatblad', 0.7703896760940552), ('permendagri', 0.7447028756141663), ('peraturan', 0.7422112822532654), ('staatsblad', 0.7343742847442627), ('rijksblad', 0.7307506203651428), ('kepmen', 0.7120798230171204)]"
5,kepmen,"[('kepres', 0.8278049826622009), ('permendagri', 0.8013500571250916), ('perpres', 0.7900409698486328), ('keppres', 0.7572041153907776), ('permendikbud', 0.750576913356781), ('staatblad', 0.7461793422698975), ('perda', 0.7120798826217651), ('staatsblad', 0.7098419666290283), ('perppu', 0.7013124227523804), ('kepmendagri', 0.6968956589698792)]"
5,staatblad,"[('staatsblad', 0.853090763092041), ('kepres', 0.8430923819541931), ('stbl', 0.796457052230835), ('staatblaad', 0.7922939658164978), ('keppres', 0.787670910358429), ('perda', 0.7703896760940552), ('perpres', 0.7647249102592468), ('besluit', 0.7606481909751892), ('rijksblad', 0.7591639757156372), ('permendagri', 0.7533600330352783)]"
5,uu,"[('perda', 0.8177344799041748), ('undang', 0.7759235501289368), ('keppres', 0.7717861533164978), ('peraturan', 0.7636224627494812), ('perpres', 0.7595383524894714), ('kepres', 0.7234746813774109), ('permendagri', 0.716815173625946), ('ordonansi', 0.7063801288604736), ('perppu', 0.7016157507896423), ('staatblad', 0.6971864104270935)]"
5,permendagri,"[('kepres', 0.833975076675415), ('kepmen', 0.8013501167297363), ('permendikbud', 0.7823848128318787), ('perpres', 0.7582369446754456), ('kepmendagri', 0.7534683346748352), ('staatblad', 0.7533599734306335), ('staatsblad', 0.7508515119552612), ('keppres', 0.7499454617500305), ('perda', 0.7447028756141663), ('staatblaad', 0.7409566640853882)]"
5,perppu,"[('perpu', 0.7656900882720947), ('kepres', 0.7570009827613831), ('perpres', 0.7557334899902344), ('penpres', 0.7496267557144165), ('kepmendagri', 0.7404333353042603), ('keppres', 0.7390735745429993), ('perda', 0.7071291208267212), ('uu', 0.7016156315803528), ('kepmen', 0.7013124227523804), ('permendagri', 0.693418562412262)]"
5,permendikbud,"[('kepres', 0.8148512840270996), ('permendagri', 0.7823848724365234), ('permendiknas', 0.7746028900146484), ('perkasad', 0.7589975595474243), ('perpres', 0.7529256343841553), ('kepmen', 0.7505768537521362), ('keppres', 0.7298263311386108), ('penpres', 0.7069607973098755), ('staatblad', 0.6980836987495422), ('perda', 0.6862877607345581)]"
5,penpres,"[('kepres', 0.7770106196403503), ('perppu', 0.7496267557144165), ('kepmendagri', 0.7435684204101562), ('perpres', 0.7417867183685303), ('perpu', 0.7272094488143921), ('staatblad', 0.7226039171218872), ('staatblaad', 0.713134765625), ('onnatachi', 0.7082157731056213), ('permendikbud', 0.7069608569145203), ('kindan', 0.702551007270813)]"
5,perburuhan,"[('agraria', 0.7257033586502075), ('ketenagakerjaan', 0.709774374961853), ('kehakiman', 0.6533244252204895), ('kompartimen', 0.6054619550704956), ('pendayagunaan', 0.597711980342865), ('polkam', 0.579020082950592), ('esdm', 0.5754075646400452), ('kriminologi', 0.5718454122543335), ('advokasi', 0.5652036666870117), ('pertanahan', 0.5624125599861145)]"
5,pendayagunaan,"[('aparatur', 0.7909769415855408), ('ristek', 0.6730058193206787), ('meneg', 0.666279137134552), ('bappenas', 0.6572778224945068), ('pupr', 0.6571658253669739), ('esdm', 0.6544564366340637), ('ketenagakerjaan', 0.6525771021842957), ('polkam', 0.6502931714057922), ('agraria', 0.6487390995025635), ('kesra', 0.6445273756980896)]"
5,kominfo,"[('ristek', 0.6597896814346313), ('perpres', 0.6491438746452332), ('ketenagakerjaan', 0.6487637162208557), ('esdm', 0.6418195366859436), ('dirjen', 0.6415989398956299), ('ptip', 0.6350347399711609), ('ppk', 0.6344768404960632), ('menhub', 0.6269126534461975), ('dikti', 0.6263369917869568), ('menkes', 0.6253142356872559)]"
5,pupr,"[('esdm', 0.8274357318878174), ('ptip', 0.7048047184944153), ('ristek', 0.6961344480514526), ('kirmanto', 0.6850465536117554), ('lhk', 0.6834155917167664), ('supeno', 0.6661791801452637), ('pendayagunaan', 0.6571657657623291), ('perhubungan', 0.6499090790748596), ('sandjojo', 0.6480913758277893), ('ketenagakerjaan', 0.6410292983055115)]"
5,agraria,"[('pertanahan', 0.738410472869873), ('perburuhan', 0.7257034778594971), ('desentralisasi', 0.6499947905540466), ('pendayagunaan', 0.6487390995025635), ('ketenagakerjaan', 0.6404765248298645), ('kehutanan', 0.6331104040145874), ('landreform', 0.6172792315483093), ('kehakiman', 0.6061148047447205), ('reforma', 0.602752149105072), ('aparatur', 0.6004793047904968)]"
5,bpjs,"[('jamsostek', 0.6723122596740723), ('askes', 0.6585792303085327), ('ketenagakerjaan', 0.6336919069290161), ('jamkesmas', 0.6289728283882141), ('depkes', 0.595676064491272), ('tabungan', 0.5478016138076782), ('jkn', 0.5339863300323486), ('posyandu', 0.5286709070205688), ('jaminan', 0.5281412601470947), ('kesehatan', 0.5232288837432861)]"
5,kehutanan,"[('perikanan', 0.6854466199874878), ('pertanian', 0.6673962473869324), ('perindustrian', 0.6619914174079895), ('esdm', 0.6606609225273132), ('pertanahan', 0.6359249949455261), ('agraria', 0.6331104636192322), ('ketenagakerjaan', 0.6307045221328735), ('hortikultura', 0.626818835735321), ('pupr', 0.6208108067512512), ('kelautan', 0.6187516450881958)]"
5,esdm,"[('pupr', 0.8274357914924622), ('ristek', 0.7607740759849548), ('supeno', 0.7591230869293213), ('ptip', 0.7298355102539062), ('polkam', 0.7190279364585876), ('lhk', 0.7082048654556274), ('hasjrul', 0.7043997049331665), ('perhubungan', 0.6845550537109375), ('arcandra', 0.679600715637207), ('sandjojo', 0.6786147356033325)]"
5,pertanahan,"[('agraria', 0.738410472869873), ('bpn', 0.7117873430252075), ('penyehatan', 0.6938632130622864), ('kepegawaian', 0.6831785440444946), ('kearsipan', 0.6804880499839783), ('bappenas', 0.6422092914581299), ('kehutanan', 0.6359249353408813), ('ketenagakerjaan', 0.6236850619316101), ('persandian', 0.6177957653999329), ('perpajakan', 0.6104491353034973)]"
5,keimigrasian,"[('kepabeanan', 0.7305169701576233), ('pengurusan', 0.7125518321990967), ('ppns', 0.6735130548477173), ('perizinan', 0.6658462285995483), ('perpajakan', 0.6464456915855408), ('perundangan', 0.6374386548995972), ('penganggaran', 0.6296206116676331), ('persandian', 0.6251815557479858), ('kearsipan', 0.6213701963424683), ('kepegawaian', 0.6211320161819458)]"
5,pupr,"[('esdm', 0.8274357318878174), ('ptip', 0.7048047184944153), ('ristek', 0.6961344480514526), ('kirmanto', 0.6850465536117554), ('lhk', 0.6834155917167664), ('supeno', 0.6661791801452637), ('pendayagunaan', 0.6571657657623291), ('perhubungan', 0.6499090790748596), ('sandjojo', 0.6480913758277893), ('ketenagakerjaan', 0.6410292983055115)]"
5,ristek,"[('esdm', 0.7607740163803101), ('menristek', 0.7430641651153564), ('bppt', 0.6975775361061096), ('pupr', 0.6961344480514526), ('ditjen', 0.6735257506370544), ('pendayagunaan', 0.6730057001113892), ('bappenas', 0.6681452989578247), ('kominfo', 0.6597896814346313), ('balitbang', 0.6588529944419861), ('depdagri', 0.6581031680107117)]"
5,supeno,"[('esdm', 0.7591230273246765), ('reksoprodjo', 0.7082071304321289), ('soegiarto', 0.6967727541923523), ('juwono', 0.6934740543365479), ('sukiman', 0.6821293830871582), ('suprapto', 0.6787297129631042), ('mashuri', 0.6784830093383789), ('ptip', 0.6781692504882812), ('sudarsono', 0.6744802594184875), ('kartasasmita', 0.6736387610435486)]"
5,ptip,"[('esdm', 0.7298355102539062), ('lhk', 0.7119116187095642), ('pupr', 0.7048047780990601), ('supeno', 0.678169310092926), ('rudiantara', 0.6640255451202393), ('kominfo', 0.6350347995758057), ('skb', 0.6324571967124939), ('pehubungan', 0.62517249584198), ('puod', 0.6210776567459106), ('menpangab', 0.6205933094024658)]"
5,polkam,"[('polhukam', 0.8379629254341125), ('menko', 0.7947311401367188), ('kemenko', 0.7846066951751709), ('ekuin', 0.7505887150764465), ('kemhan', 0.7262418270111084), ('kesra', 0.7232875823974609), ('dephan', 0.7232174873352051), ('ryamizard', 0.7223348617553711), ('esdm', 0.7190279364585876), ('ryacudu', 0.7182359099388123)]"
5,lhk,"[('ptip', 0.7119114995002747), ('esdm', 0.7082047462463379), ('pupr', 0.6834155917167664), ('kominfo', 0.5896003842353821), ('kehakiman', 0.5854976177215576), ('ristek', 0.5712910890579224), ('skb', 0.5639181733131409), ('pendayagunaan', 0.5616587996482849), ('supeno', 0.5570122599601746), ('boneoge', 0.5505656599998474)]"
5,hasjrul,"[('esdm', 0.704399585723877), ('kirmanto', 0.6768732666969299), ('arcandra', 0.6574358344078064), ('pupr', 0.6263301968574524), ('supeno', 0.6178575158119202), ('rudiantara', 0.616088330745697), ('ptip', 0.5960434675216675), ('jonan', 0.592518150806427), ('djojomartono', 0.5838514566421509), ('baharsjah', 0.5826877951622009)]"
5,perhubungan,"[('esdm', 0.6845551133155823), ('pupr', 0.6499091982841492), ('perkeretaapian', 0.6184990406036377), ('penerangan', 0.609171450138092), ('kominfo', 0.601775586605072), ('transportasi', 0.5926719307899475), ('perindustrian', 0.5878202319145203), ('kehutanan', 0.5829716920852661), ('ptip', 0.5767912268638611), ('ketenagakerjaan', 0.5748666524887085)]"
5,arcandra,"[('surapranata', 0.7177667617797852), ('justika', 0.6962248682975769), ('jonan', 0.6944654583930969), ('usodo', 0.6931191086769104), ('yasonna', 0.687863290309906), ('enggartiasto', 0.6845818161964417), ('abnur', 0.6831135153770447), ('tahar', 0.6813453435897827), ('sastrosoenarto', 0.6808741688728333), ('mangunpranoto', 0.6799833178520203)]"
