tingakt,parent,similarity
5,fotodisosiasi,"[('deaminasi', 0.6908944845199585), ('dekarboksilasi', 0.6676918864250183), ('fenoksida', 0.6591974496841431), ('bioakumulasi', 0.6395816206932068), ('diester', 0.6378019452095032), ('pengerutan', 0.6333359479904175), ('fotolisis', 0.6329031586647034), ('musth', 0.6278366446495056), ('formilasi', 0.6267931461334229), ('fosilisasi', 0.6265994906425476)]"
5,lisis,"[('apoptosis', 0.813541054725647), ('endotelial', 0.7691383957862854), ('degranulasi', 0.761064887046814), ('podosit', 0.7582305073738098), ('fagositosis', 0.7540441155433655), ('makrofaga', 0.7521784901618958), ('nekrosis', 0.7467775940895081), ('hepatosit', 0.7435786128044128), ('penggumpalan', 0.741432249546051), ('sitotoksik', 0.7385596632957458)]"
5,apendisitis,"[('kolitis', 0.8108557462692261), ('megaloblastik', 0.8096216320991516), ('nefritis', 0.7968698740005493), ('adenovirus', 0.7967965602874756), ('sarkoidosis', 0.7932011485099792), ('kandidiasis', 0.7920181751251221), ('measles', 0.7912019491195679), ('bronchitis', 0.7887698411941528), ('toksoplasmosis', 0.7875001430511475), ('peritonitis', 0.7865689396858215)]"
5,denaturasi,"[('lisis', 0.7210820913314819), ('hemolisis', 0.6918459534645081), ('dekomposisi', 0.6889285445213318), ('proteolisis', 0.6879488825798035), ('netralisasi', 0.6801859140396118), ('kristalisasi', 0.6798362135887146), ('pelarutan', 0.6733253598213196), ('dehidrasi', 0.670362651348114), ('penggumpalan', 0.6680282950401306), ('bioakumulasi', 0.6675547361373901)]"
5,distokia,"[('endometritis', 0.6693053245544434), ('leukimia', 0.6445355415344238), ('gastroenteritis', 0.6437581181526184), ('iskemik', 0.6425173878669739), ('keguguran', 0.6407775282859802), ('idiopatik', 0.6338182091712952), ('abortus', 0.6322383284568787), ('uremia', 0.6315139532089233), ('congenital', 0.6260194778442383), ('difteri', 0.6244108080863953)]"
5,kemandekan,"[('stagnasi', 0.7361052632331848), ('kelesuan', 0.6841120719909668), ('stagnansi', 0.6449674367904663), ('stagflasi', 0.644180417060852), ('kemunduran', 0.6380898356437683), ('kemerosotan', 0.6340712308883667), ('keguncangan', 0.6254979968070984), ('keratinisasi', 0.6253544688224792), ('kreolisasi', 0.6220488548278809), ('pengingkatan', 0.6190425753593445)]"
5,kelesuan,"[('stagnasi', 0.7349579334259033), ('hiperinflasi', 0.6920632123947144), ('resesi', 0.6885191798210144), ('kemandekan', 0.684112012386322), ('kemunduran', 0.6699874401092529), ('krisis', 0.6610713005065918), ('deflasi', 0.6484012007713318), ('kemerosotan', 0.6402447819709778), ('ketidakstabilan', 0.6392854452133179), ('perlambatan', 0.6146144866943359)]"
5,makekoshi,"[('musth', 0.6535559892654419), ('kachikoshi', 0.6238515973091125), ('atavisme', 0.5792323350906372), ('dadal', 0.5756371021270752), ('lenisi', 0.564422607421875), ('knockdown', 0.5641966462135315), ('hipokalsemia', 0.559167742729187), ('ohs', 0.5589855909347534), ('fosilisasi', 0.5576494932174683), ('vipaka', 0.5567061901092529)]"
5,downtime,"[('musth', 0.5955722332000732), ('fosilisasi', 0.5877269506454468), ('kerusakaan', 0.5874639749526978), ('pirolisa', 0.5833907723426819), ('depresiasi', 0.5815512537956238), ('keratinisasi', 0.574419379234314), ('overshoot', 0.5693317651748657), ('pengingkatan', 0.5675903558731079), ('ripening', 0.5629422068595886), ('hipoglikemia', 0.5546971559524536)]"
5,hipokalsemia,"[('splenomegali', 0.7895968556404114), ('megaloblastik', 0.7498297095298767), ('iatrogenik', 0.7363066673278809), ('pleuritis', 0.7336964011192322), ('hipotonia', 0.7313355803489685), ('brugia', 0.7289756536483765), ('stridor', 0.72873854637146), ('glukosuria', 0.7273414134979248), ('sarkoidosis', 0.7256491184234619), ('hipoplasia', 0.7219923138618469)]"
5,dadal,"[('hipokalsemia', 0.6155828237533569), ('anjlokan', 0.6026437878608704), ('radiotherapy', 0.5948652029037476), ('lokomotor', 0.5942719578742981), ('ablasio', 0.594231367111206), ('pelambatan', 0.5937673449516296), ('megaloblastik', 0.5925935506820679), ('stagnansi', 0.5891364216804504), ('shigellosis', 0.5838565230369568), ('miokardial', 0.5832200050354004)]"
5,bottleneck,"[('sumbatan', 0.6272220015525818), ('anjlokan', 0.6009917855262756), ('kolisi', 0.5996865630149841), ('aterosklerosis', 0.5942640900611877), ('hemolisis', 0.5870745778083801), ('penyurutan', 0.5782753825187683), ('pembelokan', 0.5778104662895203), ('karioreksis', 0.5742605924606323), ('kardiak', 0.5717658400535583), ('spasme', 0.5697124600410461)]"
5,stagnansi,"[('kemandekan', 0.6449674367904663), ('stagflasi', 0.6443358659744263), ('perimenopause', 0.6051378846168518), ('stagnasi', 0.6030958294868469), ('pengingkatan', 0.5999743342399597), ('anjlokan', 0.5999094843864441), ('kerusakaan', 0.5943628549575806), ('dadal', 0.5891364216804504), ('karioreksis', 0.5880084037780762), ('pelambatan', 0.5809042453765869)]"
5,ekstrasistol,"[('atrial', 0.7691929340362549), ('miokardial', 0.7515683174133301), ('ventrikular', 0.7513886094093323), ('bakteremia', 0.7414078712463379), ('takikardi', 0.7411960363388062), ('sarkoidosis', 0.7394957542419434), ('blefaritis', 0.7381570935249329), ('spasme', 0.7371398210525513), ('kardiak', 0.7351243495941162), ('takikardia', 0.7311618328094482)]"
5,hiperinflasi,"[('inflasi', 0.7091429829597473), ('deflasi', 0.7072539329528809), ('stagnasi', 0.6920909881591797), ('kelesuan', 0.6920630931854248), ('resesi', 0.6700700521469116), ('lonjakan', 0.6591281890869141), ('defisit', 0.6551656126976013), ('devaluasi', 0.6393874883651733), ('kemerosotan', 0.6360578536987305), ('krisis', 0.6348996162414551)]"
5,peluluhan,"[('kelowongan', 0.5976796746253967), ('pemendekan', 0.588400661945343), ('afiksasi', 0.5867804288864136), ('palatalisasi', 0.5828061103820801), ('nasalisasi', 0.5805555582046509), ('keratinisasi', 0.5753517150878906), ('kreolisasi', 0.5585817098617554), ('musth', 0.5567669868469238), ('refurbishment', 0.5511783361434937), ('fonemis', 0.5294118523597717)]"
5,pirolisa,"[('diester', 0.6763529777526855), ('formilasi', 0.6355273127555847), ('keratinisasi', 0.6309345960617065), ('bioakumulasi', 0.6278542280197144), ('refurbishment', 0.6216458082199097), ('stagflasi', 0.6143888235092163), ('pengingkatan', 0.609359622001648), ('litifikasi', 0.6038658618927002), ('lenisi', 0.6027985215187073), ('fosilisasi', 0.5992525815963745)]"
5,keguncangan,"[('kemandekan', 0.6254980564117432), ('kegoncangan', 0.6070900559425354), ('kekisruhan', 0.6045023202896118), ('kegemparan', 0.6009442210197449), ('penyurutan', 0.5890150666236877), ('kevakuman', 0.5854660272598267), ('kejengkolan', 0.5762446522712708), ('kehebohan', 0.5736632943153381), ('karamelisasi', 0.5661160349845886), ('pirolisa', 0.5600164532661438)]"
5,resesi,"[('krisis', 0.7149108648300171), ('kelesuan', 0.6885191798210144), ('hiperinflasi', 0.6700700521469116), ('kemerosotan', 0.6668316721916199), ('depresi', 0.6552300453186035), ('inflasi', 0.6533282399177551), ('stagnasi', 0.6377373933792114), ('gejolak', 0.6063894629478455), ('kemunduran', 0.6060863137245178), ('ketidakstabilan', 0.6005016565322876)]"
5,menguatnya,"[('melemahnya', 0.723606288433075), ('meluasnya', 0.7189934849739075), ('merosotnya', 0.6733566522598267), ('menguat', 0.6515654921531677), ('meningkatnya', 0.6475245356559753), ('membaiknya', 0.6418680548667908), ('melemah', 0.6397561430931091), ('kuatnya', 0.6327559947967529), ('menurunnya', 0.621532678604126), ('menyebarnya', 0.6210885047912598)]"
5,meluasnya,"[('menguatnya', 0.7189935445785522), ('berkurangnya', 0.692369818687439), ('meningkatnya', 0.684187114238739), ('berkembangnya', 0.6773896813392639), ('maraknya', 0.6744283437728882), ('melemahnya', 0.6683323383331299), ('menyebarnya', 0.6604801416397095), ('menurunnya', 0.657957911491394), ('merebaknya', 0.6418734788894653), ('membaiknya', 0.6370928883552551)]"
5,melemah,"[('menguat', 0.7758665680885315), ('merosot', 0.7644637227058411), ('memanas', 0.7255391478538513), ('memudar', 0.7205134630203247), ('mereda', 0.7183723449707031), ('berkurang', 0.7120959162712097), ('membaik', 0.702559232711792), ('memburuk', 0.6998545527458191), ('goyah', 0.6995237469673157), ('menipis', 0.6940436959266663)]"
5,represi,"[('penindasan', 0.742544949054718), ('persekusi', 0.6987230777740479), ('intimidasi', 0.6689473986625671), ('pemaksaan', 0.6551457047462463), ('rasisme', 0.6453635096549988), ('ketidakstabilan', 0.6421029567718506), ('penganiayaan', 0.6391062140464783), ('agitasi', 0.6359880566596985), ('intervensi', 0.6317034959793091), ('penggulingan', 0.6313515901565552)]"
5,intoleransi,"[('diskriminasi', 0.6979637145996094), ('persekusi', 0.6939277648925781), ('rasisme', 0.6807677745819092), ('rasial', 0.6572198271751404), ('prasangka', 0.6501362323760986), ('fanatisme', 0.6396743655204773), ('stigma', 0.6365869641304016), ('inflamasi', 0.6354755163192749), ('timbulnya', 0.6353484988212585), ('toleransi', 0.6335733532905579)]"
5,pembiaran,"[('persekusi', 0.6419708132743835), ('pembangkangan', 0.6374983191490173), ('pemaksaan', 0.6312440037727356), ('tidakan', 0.6310146450996399), ('intimidasi', 0.6183957457542419), ('penyelewengan', 0.613228440284729), ('pemerasan', 0.6110555529594421), ('penindasan', 0.6082850098609924), ('boikot', 0.6059271097183228), ('ketidakadilan', 0.6037297248840332)]"
5,pergesekan,"[('friksi', 0.6936917304992676), ('keretakan', 0.6841053366661072), ('percekcokan', 0.6772367358207703), ('pertentangan', 0.6385889053344727), ('gesekan', 0.6365842223167419), ('perselisihan', 0.6229163408279419), ('benturan', 0.6156933903694153), ('kegemparan', 0.6125711798667908), ('kehebohan', 0.6116400361061096), ('perpecahan', 0.6058264970779419)]"
5,krisis,"[('resesi', 0.7149108648300171), ('ketidakstabilan', 0.6880707144737244), ('kelesuan', 0.6610713601112366), ('kemerosotan', 0.6465438604354858), ('kebuntuan', 0.6437966227531433), ('kekacauan', 0.6415135264396667), ('hiperinflasi', 0.6348995566368103), ('pergolakan', 0.6269714832305908), ('gejolak', 0.619709849357605), ('keruntuhan', 0.6178745627403259)]"
5,kelongsoran,"[('subsiden', 0.6139841675758362), ('penyurutan', 0.5641978979110718), ('salinisasi', 0.5603110790252686), ('pirolisa', 0.5578017830848694), ('pengikisan', 0.5462441444396973), ('bioakumulasi', 0.5448551177978516), ('keratinisasi', 0.5445904731750488), ('diagenesis', 0.5421890616416931), ('sumbatan', 0.5419689416885376), ('erosi', 0.5302719473838806)]"
5,insomnia,"[('mual', 0.7450926303863525), ('sembelit', 0.7191275954246521), ('anoreksia', 0.7141326665878296), ('kompulsif', 0.7139332294464111), ('iritabilitas', 0.7120375037193298), ('apnea', 0.7113956212997437), ('pusing', 0.7071382999420166), ('stress', 0.697670578956604), ('batuk', 0.6962792873382568), ('muntah', 0.6928936839103699)]"
5,diester,"[('sikloheksena', 0.697168231010437), ('dekarboksilasi', 0.6858016848564148), ('deaminasi', 0.6842441558837891), ('pirolisa', 0.6763529181480408), ('bioakumulasi', 0.6724599599838257), ('tautomerisasi', 0.6497079730033875), ('intramolekular', 0.6471440196037292), ('sikloheksanon', 0.6438039541244507), ('sitosina', 0.6425575017929077), ('formilasi', 0.6397097110748291)]"
5,deaminasi,"[('dekarboksilasi', 0.8032758831977844), ('hidroformilasi', 0.763113796710968), ('tautomerisasi', 0.7614303231239319), ('sulfon', 0.7502923607826233), ('isomerisasi', 0.7480056881904602), ('peroksidasi', 0.7425274848937988), ('amoksidasi', 0.7393202185630798), ('denitrifikasi', 0.7390403747558594), ('tripsin', 0.7365931272506714), ('ornitina', 0.735478401184082)]"
5,fibrilasi,"[('atrial', 0.8636671304702759), ('ventrikular', 0.8509306907653809), ('miokard', 0.8307899236679077), ('stenosis', 0.8300545811653137), ('infark', 0.8218439817428589), ('vaskulitis', 0.8146687746047974), ('defek', 0.8119798302650452), ('hipotensi', 0.8114091157913208), ('trombosis', 0.8111052513122559), ('gastroenteritis', 0.8103465437889099)]"
5,vaskulitis,"[('idiopatik', 0.8603100776672363), ('kardiomiopati', 0.8425856828689575), ('tirotoksikosis', 0.8417317271232605), ('stenosis', 0.841040313243866), ('hemolitik', 0.8404628038406372), ('nefropati', 0.8376003503799438), ('reumatoid', 0.8299127817153931), ('atrial', 0.8297909498214722), ('diabetic', 0.8289307951927185), ('hipotensi', 0.8275068402290344)]"
5,iskemik,"[('iskemia', 0.8454945087432861), ('diabetik', 0.833324670791626), ('tirotoksikosis', 0.830504834651947), ('miokard', 0.8303183913230896), ('sepsis', 0.8254093527793884), ('infark', 0.82522052526474), ('hipertiroidisme', 0.8246467709541321), ('hipotensi', 0.8231449127197266), ('uremia', 0.8206172585487366), ('kardiomiopati', 0.8172681927680969)]"
5,psikosis,"[('skizofrenia', 0.8173853754997253), ('urtikaria', 0.8131976127624512), ('anafilaksis', 0.8086666464805603), ('epilepsi', 0.8069189786911011), ('simtoma', 0.8047471046447754), ('meningitis', 0.8014432191848755), ('anemia', 0.8003576993942261), ('migrain', 0.7995997667312622), ('gastroenteritis', 0.7934556603431702), ('hipertensi', 0.7925703525543213)]"
5,iskemia,"[('asidosis', 0.867863655090332), ('aterosklerosis', 0.8508779406547546), ('simtoma', 0.8506316542625427), ('peradangan', 0.8494155406951904), ('trombosis', 0.8469786643981934), ('infark', 0.8460386991500854), ('iskemik', 0.8454945087432861), ('disfungsi', 0.8438110947608948), ('inflamasi', 0.8408087491989136), ('anemia', 0.8362311124801636)]"
5,berapi,"[('vulkanik', 0.6960921287536621), ('stratovolcano', 0.6910877227783203), ('letusan', 0.6532516479492188), ('vulkanis', 0.6508435010910034), ('kaldera', 0.6447689533233643), ('erupsi', 0.6405206918716431), ('gunungapi', 0.6230941414833069), ('kepundan', 0.5904049873352051), ('vesuvius', 0.5886725187301636), ('fumarol', 0.5708373188972473)]"
5,vulkanis,"[('vulkanik', 0.8796756863594055), ('gunungapi', 0.7501320838928223), ('vulkanisme', 0.7279934883117676), ('tuf', 0.7226185202598572), ('fumarol', 0.7136828303337097), ('kaldera', 0.6876299381256104), ('lava', 0.681769609451294), ('freatik', 0.6801816821098328), ('breksi', 0.6731484532356262), ('erupsi', 0.6708786487579346)]"
5,freatik,"[('vulkanik', 0.7037310004234314), ('fumarol', 0.6924956440925598), ('longsoran', 0.6912353038787842), ('lava', 0.6901276707649231), ('vulkanis', 0.6801816821098328), ('kaldera', 0.6762901544570923), ('vulkanisme', 0.6628172397613525), ('tuf', 0.662742555141449), ('piroklastik', 0.6626355648040771), ('solfatara', 0.6608309745788574)]"
5,letupan,"[('semburan', 0.7718875408172607), ('retakan', 0.6351487636566162), ('magma', 0.6296414732933044), ('lelehan', 0.6295191645622253), ('percikan', 0.6286615133285522), ('lahar', 0.6285099387168884), ('rekahan', 0.6278213262557983), ('longsoran', 0.6188799142837524), ('hembusan', 0.6177946925163269), ('pengendapan', 0.6135247349739075)]"
5,percikan,"[('nyala', 0.7116115689277649), ('kobaran', 0.6936981678009033), ('semburan', 0.6760861873626709), ('letupan', 0.628661572933197), ('pemantik', 0.621361255645752), ('asap', 0.6194556951522827), ('korek', 0.6163022518157959), ('tetesan', 0.6157492399215698), ('kilatan', 0.6081771850585938), ('menyemburkan', 0.6061242818832397)]"
5,kilatan,"[('pantulan', 0.6684885025024414), ('sambaran', 0.6614443063735962), ('petir', 0.6568394899368286), ('semburan', 0.6549825072288513), ('menyilaukan', 0.6454445719718933), ('pancaran', 0.6283137798309326), ('hembusan', 0.6222096085548401), ('memancar', 0.6211846470832825), ('tiupan', 0.6190056204795837), ('menyambar', 0.6171090602874756)]"
5,pancaran,"[('pantulan', 0.7228132486343384), ('kosmik', 0.7163370251655579), ('terpancar', 0.7095639109611511), ('sinar', 0.708284318447113), ('kosmis', 0.7070345282554626), ('ultraviolet', 0.7013002038002014), ('cahayanya', 0.698399543762207), ('memancarkan', 0.6926689743995667), ('cahaya', 0.682846188545227), ('memancar', 0.6674773097038269)]"
5,debu,"[('serpihan', 0.695322573184967), ('butiran', 0.6823320984840393), ('asap', 0.6809610724449158), ('awan', 0.6665440201759338), ('gumpalan', 0.6545825004577637), ('magma', 0.6388065814971924), ('kotoran', 0.6358858346939087), ('semburan', 0.627963125705719), ('kabut', 0.6262363195419312), ('jelaga', 0.6235090494155884)]"
5,diledakkan,"[('meledakkan', 0.7183798551559448), ('meledak', 0.7025166153907776), ('diamankan', 0.6941909193992615), ('dibom', 0.6803282499313354), ('dilumpuhkan', 0.6729735732078552), ('ditembaki', 0.6706820130348206), ('ditenggelamkan', 0.6496357917785645), ('dihantam', 0.6370857357978821), ('dijatuhkan', 0.6368764042854309), ('ditembak', 0.6344843506813049)]"
5,terlempar,"[('terjatuh', 0.7831612229347229), ('dilempar', 0.7700528502464294), ('melemparkannya', 0.7445634603500366), ('terpental', 0.727046549320221), ('tersedot', 0.7268105149269104), ('diseret', 0.715774655342102), ('terlontar', 0.713313639163971), ('dilemparkan', 0.7070838212966919), ('meluncur', 0.7039614915847778), ('terhempas', 0.7031363844871521)]"
5,terlontar,"[('terlempar', 0.713313639163971), ('dilempar', 0.652413547039032), ('membentur', 0.6505538821220398), ('meluncur', 0.6475410461425781), ('memantul', 0.6461263298988342), ('terpental', 0.6259543895721436), ('bergetar', 0.6250554323196411), ('terjatuh', 0.6227970123291016), ('meledak', 0.6146308779716492), ('melempar', 0.6121308207511902)]"
5,meleset,"[('ditembakkan', 0.6270493865013123), ('menembakan', 0.6137612462043762), ('tembakannya', 0.6053932309150696), ('meledak', 0.5893027186393738), ('tembakan', 0.5783571004867554), ('melenceng', 0.568340539932251), ('menembakkan', 0.5648215413093567), ('terlontar', 0.5517539381980896), ('dihujani', 0.5476124882698059), ('menembaknya', 0.5475867390632629)]"
5,kelud,"[('merapi', 0.7610523700714111), ('sinabung', 0.7487227916717529), ('marapi', 0.7316694259643555), ('papandayan', 0.7303470969200134), ('merbabu', 0.7291971445083618), ('ciremai', 0.7175449728965759), ('ceremai', 0.7150725722312927), ('semeru', 0.7125487923622131), ('vesuvius', 0.7011295557022095), ('arjuno', 0.6983907222747803)]"
5,letusannya,"[('erupsi', 0.6475775837898254), ('vulkanis', 0.6167895197868347), ('letusan', 0.6115849614143372), ('kelud', 0.6110458374023438), ('vulkanik', 0.5997592210769653), ('supervulkan', 0.5832267999649048), ('kaldera', 0.5798106789588928), ('pinatubo', 0.5784855484962463), ('eruption', 0.5777744054794312), ('freatik', 0.5748130083084106)]"
5,granat,"[('mortir', 0.7949783205986023), ('pelontar', 0.747700035572052), ('pistol', 0.7264773845672607), ('bayonet', 0.7183697819709778), ('proyektil', 0.7077010273933411), ('amunisi', 0.6978350877761841), ('selongsong', 0.6949779987335205), ('arquebus', 0.687069296836853), ('peluru', 0.6832355856895447), ('misil', 0.6774196624755859)]"
5,misil,"[('rudal', 0.8413063883781433), ('torpedo', 0.7378143668174744), ('peluncur', 0.7182157635688782), ('drone', 0.7158735990524292), ('balistik', 0.7117164134979248), ('proyektil', 0.708335816860199), ('mortir', 0.693454921245575), ('exocet', 0.6915258765220642), ('peluru', 0.6911237239837646), ('roket', 0.6882014870643616)]"
5,regangan,"[('gradien', 0.776257336139679), ('dielektrik', 0.7749729752540588), ('impedansi', 0.7565064430236816), ('vibrasi', 0.7529128789901733), ('fluks', 0.7524885535240173), ('defleksi', 0.7511340379714966), ('deformasi', 0.7503186464309692), ('induktansi', 0.7491956949234009), ('resistansi', 0.7463361024856567), ('osilator', 0.7393535375595093)]"
5,plastis,"[('deformasi', 0.7311447262763977), ('konduktif', 0.7287639379501343), ('elastis', 0.7145628333091736), ('granular', 0.7101362943649292), ('pelapisan', 0.6683948636054993), ('regangan', 0.6655502915382385), ('alterasi', 0.6644541025161743), ('feromagnetik', 0.6574575304985046), ('pengendapan', 0.6555250287055969), ('inert', 0.6536784768104553)]"
5,kontraksi,"[('peregangan', 0.7682976126670837), ('disfungsi', 0.7530908584594727), ('stimulasi', 0.7502418756484985), ('sekresi', 0.7465770840644836), ('atrofi', 0.7401151061058044), ('peradangan', 0.7369182705879211), ('estrogen', 0.72580486536026), ('apoptosis', 0.7250153422355652), ('deformasi', 0.7237593531608582), ('aktivasi', 0.7195957899093628)]"
5,konduksi,"[('absorpsi', 0.7368910908699036), ('termal', 0.7259165048599243), ('dispersi', 0.7219800353050232), ('regangan', 0.7213491797447205), ('eksitasi', 0.7150614857673645), ('kapiler', 0.7121891379356384), ('deformasi', 0.7103556394577026), ('fluida', 0.710319995880127), ('gradien', 0.7099093198776245), ('filtrasi', 0.7039873003959656)]"
5,perlapisan,"[('patahan', 0.7260608077049255), ('rekahan', 0.7220929861068726), ('intrusi', 0.7206567525863647), ('batuan', 0.7194951772689819), ('foliasi', 0.7099584937095642), ('deformasi', 0.7090227603912354), ('sedimen', 0.7058223485946655), ('stratigrafi', 0.6993361711502075), ('breksi', 0.6885991096496582), ('retakan', 0.6838676929473877)]"
5,fluida,"[('kalor', 0.7542819380760193), ('termal', 0.7406814098358154), ('partikel', 0.735378086566925), ('gradien', 0.7319113612174988), ('dielektrik', 0.7286431193351746), ('fluks', 0.7268065214157104), ('viskositas', 0.7264993786811829), ('entropi', 0.721583366394043), ('kesetimbangan', 0.7190986275672913), ('fasa', 0.7120745182037354)]"
5,gravitasi,"[('magnet', 0.7330520749092102), ('magnetik', 0.7066757082939148), ('gravitasinya', 0.7065353393554688), ('rotasi', 0.6891239285469055), ('elektromagnetik', 0.6876506805419922), ('inersia', 0.6661986708641052), ('elektrostatik', 0.6657868027687073), ('tarikan', 0.6358823180198669), ('partikel', 0.635204017162323), ('gradien', 0.6340817809104919)]"
5,gradien,"[('regangan', 0.776257336139679), ('fluks', 0.7752701640129089), ('densitas', 0.7651680707931519), ('kapasitansi', 0.753886878490448), ('viskositas', 0.7534294128417969), ('impedansi', 0.7470191121101379), ('kelengkungan', 0.7408623695373535), ('polaritas', 0.7393665313720703), ('fluida', 0.7319114804267883), ('resistansi', 0.7289711236953735)]"
5,magnet,"[('magnetik', 0.8499428033828735), ('elektromagnetik', 0.7608672976493835), ('fluks', 0.7350571751594543), ('gravitasi', 0.7330520749092102), ('elektromagnet', 0.7193952798843384), ('resonansi', 0.6804443597793579), ('kumparan', 0.6767494082450867), ('foton', 0.6726174354553223), ('elektrostatik', 0.6693896055221558), ('dielektrik', 0.6556676626205444)]"
5,keracunan,"[('dehidrasi', 0.7585420608520508), ('diare', 0.7453000545501709), ('overdosis', 0.7441498637199402), ('anemia', 0.7384235262870789), ('alergi', 0.7336155772209167), ('pembusukan', 0.7279380559921265), ('defisiensi', 0.7258217334747314), ('anafilaksis', 0.7212685942649841), ('kontaminasi', 0.7139450311660767), ('difteri', 0.710185706615448)]"
5,pestisida,"[('insektisida', 0.8266687393188477), ('herbisida', 0.7959832549095154), ('mikroba', 0.728746771812439), ('fungisida', 0.7228270173072815), ('kontaminan', 0.7153301239013672), ('mikroorganisme', 0.7152649164199829), ('pupuk', 0.7150376439094543), ('kontaminasi', 0.7101202607154846), ('kafeina', 0.6978550553321838), ('kompos', 0.6959180235862732)]"
5,korosi,"[('korosif', 0.7656034827232361), ('perkaratan', 0.7330294847488403), ('keausan', 0.730556309223175), ('merkuri', 0.7145576477050781), ('kontaminasi', 0.7070066928863525), ('magnesium', 0.6964232921600342), ('dekomposisi', 0.6942085027694702), ('toksisitas', 0.6905679702758789), ('erosi', 0.6790326833724976), ('toksik', 0.6708681583404541)]"
5,kontaminan,"[('polutan', 0.778968334197998), ('pengotor', 0.7739177346229553), ('amonia', 0.766892671585083), ('formaldehida', 0.7643104195594788), ('mikroba', 0.7623181343078613), ('merkuri', 0.7569376230239868), ('hidrokarbon', 0.7526024580001831), ('pencemar', 0.7524112462997437), ('sukrosa', 0.7507907152175903), ('nutrien', 0.7500974535942078)]"
5,tersengat,"[('korsleting', 0.6510495543479919), ('sengatan', 0.6255201697349548), ('disetrum', 0.6219139099121094), ('padamnya', 0.5679060220718384), ('teraliri', 0.5630914568901062), ('tersetrum', 0.5535084009170532), ('setrum', 0.5499364733695984), ('yōkubabangā', 0.5438044667243958), ('tertabrak', 0.5305569171905518), ('padam', 0.5207250118255615)]"
5,padamnya,"[('tersengat', 0.5679060220718384), ('korsleting', 0.5624077916145325), ('padam', 0.5552770495414734), ('disetrum', 0.49418678879737854), ('sadaghdar', 0.4839822053909302), ('tersetrum', 0.4836370050907135), ('pemadaman', 0.4808851182460785), ('ggl', 0.4694075882434845), ('percikan', 0.4581107199192047), ('listrik', 0.4492575228214264)]"
5,kekurangan,"[('keterbatasan', 0.7050290703773499), ('kurangnya', 0.6623836159706116), ('minimnya', 0.6615363359451294), ('kelangkaan', 0.6481320261955261), ('kelemahan', 0.6411957144737244), ('kelebihan', 0.6386426687240601), ('ketersediaan', 0.6233120560646057), ('terbatasnya', 0.6198802590370178), ('kesulitan', 0.6180419921875), ('kendala', 0.615509033203125)]"
5,deforestasi,"[('penggundulan', 0.7269982099533081), ('erosi', 0.6995900273323059), ('penyusutan', 0.6983351707458496), ('pembalakan', 0.6926535367965698), ('penebangan', 0.6763195991516113), ('desertifikasi', 0.6602531671524048), ('gambut', 0.6538935303688049), ('perusakan', 0.6509549021720886), ('sedimentasi', 0.6506288051605225), ('kelangkaan', 0.6318125128746033)]"
5,pembekuan,"[('filtrasi', 0.6912797093391418), ('pencairan', 0.6786978840827942), ('pembusukan', 0.6747865676879883), ('penguapan', 0.6734873652458191), ('kristalisasi', 0.671798825263977), ('penyaringan', 0.6692408323287964), ('penguraian', 0.6656633615493774), ('pengendapan', 0.6607492566108704), ('dekomposisi', 0.660395622253418), ('pendinginan', 0.6594012975692749)]"
5,evaporasi,"[('penguapan', 0.8486601710319519), ('transpirasi', 0.7568270564079285), ('filtrasi', 0.7558504343032837), ('pengembunan', 0.7294801473617554), ('kristalisasi', 0.715853214263916), ('adsorpsi', 0.7123202085494995), ('kondensasi', 0.705238938331604), ('aerasi', 0.7050167322158813), ('lelehan', 0.6971723437309265), ('formaldehida', 0.6938938498497009)]"
5,magnetik,"[('magnet', 0.849942684173584), ('fluks', 0.8206971883773804), ('elektromagnetik', 0.7981411218643188), ('resonansi', 0.7816742062568665), ('magnetis', 0.7674070596694946), ('dielektrik', 0.7388566732406616), ('spektroskopi', 0.7283417582511902), ('termal', 0.7218522429466248), ('osilator', 0.7165548205375671), ('inersia', 0.7117581963539124)]"
5,inversi,"[('enolat', 0.7489326000213623), ('resonansi', 0.7473298907279968), ('siklik', 0.7391161918640137), ('planar', 0.7306594848632812), ('stereokimia', 0.7300510406494141), ('eksitasi', 0.7259582877159119), ('katalitik', 0.7217409014701843), ('regangan', 0.7195230722427368), ('dimer', 0.7119646668434143), ('konjugasi', 0.7111188769340515)]"
5,difraksi,"[('hamburan', 0.8395293951034546), ('kristalografi', 0.8224124908447266), ('polarisasi', 0.7750190496444702), ('refraksi', 0.7679967284202576), ('spektroskopi', 0.7663578391075134), ('kosmik', 0.7582353949546814), ('interferometer', 0.7568151950836182), ('resonansi', 0.7436626553535461), ('interferometri', 0.7384999990463257), ('fresnel', 0.72735196352005)]"
5,polarisasi,"[('aberasi', 0.7992628216743469), ('interferensi', 0.7957870960235596), ('refraksi', 0.7874534726142883), ('vibrasi', 0.7799220085144043), ('difraksi', 0.7750189900398254), ('resonansi', 0.7427266240119934), ('dispersi', 0.7382377982139587), ('hamburan', 0.7253377437591553), ('pemantulan', 0.7248656749725342), ('polaritas', 0.7222763895988464)]"
